,,Median of games,Mean of games,Std of games,Median of games_starts,Mean of games_starts,Std of games_starts,Median of minutes,Mean of minutes,Std of minutes,Median of goals,Mean of goals,Std of goals,Median of assists,Mean of assists,Std of assists,Median of cards_yellow,Mean of cards_yellow,Std of cards_yellow,Median of cards_red,Mean of cards_red,Std of cards_red,Median of xg,Mean of xg,Std of xg,Median of xg_assist,Mean of xg_assist,Std of xg_assist,Median of progressive_carries_x,Mean of progressive_carries_x,Std of progressive_carries_x,Median of progressive_passes_x,Mean of progressive_passes_x,Std of progressive_passes_x,Median of progressive_passes_received_x,Mean of progressive_passes_received_x,Std of progressive_passes_received_x,Median of goals_per90,Mean of goals_per90,Std of goals_per90,Median of assists_per90,Mean of assists_per90,Std of assists_per90,Median of xg_per90,Mean of xg_per90,Std of xg_per90,Median of xg_assist_per90,Mean of xg_assist_per90,Std of xg_assist_per90,Median of gk_goals_against_per90,Mean of gk_goals_against_per90,Std of gk_goals_against_per90,Median of gk_save_pct,Mean of gk_save_pct,Std of gk_save_pct,Median of gk_clean_sheets_pct,Mean of gk_clean_sheets_pct,Std of gk_clean_sheets_pct,Median of gk_pens_save_pct,Mean of gk_pens_save_pct,Std of gk_pens_save_pct,Median of shots_on_target_pct,Mean of shots_on_target_pct,Std of shots_on_target_pct,Median of shots_on_target_per90,Mean of shots_on_target_per90,Std of shots_on_target_per90,Median of goals_per_shot,Mean of goals_per_shot,Std of goals_per_shot,Median of average_shot_distance,Mean of average_shot_distance,Std of average_shot_distance,Median of passes_completed,Mean of passes_completed,Std of passes_completed,Median of passes_pct,Mean of passes_pct,Std of passes_pct,Median of passes_total_distance,Mean of passes_total_distance,Std of passes_total_distance,Median of passes_pct_short,Mean of passes_pct_short,Std of passes_pct_short,Median of passes_pct_medium,Mean of passes_pct_medium,Std of passes_pct_medium,Median of passes_pct_long,Mean of passes_pct_long,Std of passes_pct_long,Median of assisted_shots,Mean of assisted_shots,Std of assisted_shots,Median of passes_into_final_third,Mean of passes_into_final_third,Std of passes_into_final_third,Median of passes_into_penalty_area,Mean of passes_into_penalty_area,Std of passes_into_penalty_area,Median of crosses_into_penalty_area,Mean of crosses_into_penalty_area,Std of crosses_into_penalty_area,Median of progressive_passes_y,Mean of progressive_passes_y,Std of progressive_passes_y,Median of sca,Mean of sca,Std of sca,Median of sca_per90,Mean of sca_per90,Std of sca_per90,Median of gca,Mean of gca,Std of gca,Median of gca_per90,Mean of gca_per90,Std of gca_per90,Median of tackles,Mean of tackles,Std of tackles,Median of tackles_won,Mean of tackles_won,Std of tackles_won,Median of challenges,Mean of challenges,Std of challenges,Median of challenges_lost,Mean of challenges_lost,Std of challenges_lost,Median of blocks,Mean of blocks,Std of blocks,Median of blocked_shots,Mean of blocked_shots,Std of blocked_shots,Median of blocked_passes,Mean of blocked_passes,Std of blocked_passes,Median of interceptions,Mean of interceptions,Std of interceptions,Median of touches,Mean of touches,Std of touches,Median of touches_def_pen_area,Mean of touches_def_pen_area,Std of touches_def_pen_area,Median of touches_def_3rd,Mean of touches_def_3rd,Std of touches_def_3rd,Median of touches_mid_3rd,Mean of touches_mid_3rd,Std of touches_mid_3rd,Median of touches_att_3rd,Mean of touches_att_3rd,Std of touches_att_3rd,Median of touches_att_pen_area,Mean of touches_att_pen_area,Std of touches_att_pen_area,Median of take_ons,Mean of take_ons,Std of take_ons,Median of take_ons_won_pct,Mean of take_ons_won_pct,Std of take_ons_won_pct,Median of take_ons_tackled_pct,Mean of take_ons_tackled_pct,Std of take_ons_tackled_pct,Median of carries,Mean of carries,Std of carries,Median of carries_progressive_distance,Mean of carries_progressive_distance,Std of carries_progressive_distance,Median of progressive_carries_y,Mean of progressive_carries_y,Std of progressive_carries_y,Median of carries_into_final_third,Mean of carries_into_final_third,Std of carries_into_final_third,Median of carries_into_penalty_area,Mean of carries_into_penalty_area,Std of carries_into_penalty_area,Median of miscontrols,Mean of miscontrols,Std of miscontrols,Median of dispossessed,Mean of dispossessed,Std of dispossessed,Median of passes_received,Mean of passes_received,Std of passes_received,Median of progressive_passes_received_y,Mean of progressive_passes_received_y,Std of progressive_passes_received_y,Median of fouls,Mean of fouls,Std of fouls,Median of fouled,Mean of fouled,Std of fouled,Median of offsides,Mean of offsides,Std of offsides,Median of crosses,Mean of crosses,Std of crosses,Median of ball_recoveries,Mean of ball_recoveries,Std of ball_recoveries,Median of aerials_won,Mean of aerials_won,Std of aerials_won,Median of aerials_lost,Mean of aerials_lost,Std of aerials_lost,Median of aerials_won_pct,Mean of aerials_won_pct,Std of aerials_won_pct
0,all,21.0,19.59917355371901,9.027934525684405,14.0,14.431818181818182,10.002147802473521,1233.0,1293.654958677686,844.390840222681,1.0,1.890495867768595,3.320429354671135,1.0,1.390495867768595,2.1015602411512875,2.0,2.770661157024793,2.434033786318391,0.0,0.08264462809917356,0.29731098132950967,0.8,1.9225206611570245,2.926775274750182,0.7,1.4185950413223138,1.7647647745166908,13.0,24.549586776859503,28.773615197015335,35.5,48.47933884297521,46.23758953605182,22.0,47.836776859504134,60.04205057465064,0.03,0.12200413223140497,0.19481134895229252,0.04,0.0887603305785124,0.12305847217570035,0.07,0.1359917355371901,0.16476738083319073,0.07,0.09725206611570247,0.1003291193539508,0.0,0.13183884297520662,0.4814291685887102,0.0,5.424793388429752,18.490195627027674,0.0,1.9082644628099175,9.046219820893532,0.0,0.8648760330578513,7.54639520055123,28.3,26.43698347107438,21.347271003280746,0.23,0.4103719008264463,0.4871332735573822,0.025,0.07059917355371902,0.10583715605495098,15.7,14.870661157024793,7.06178931284603,425.5,519.6673553719008,425.1843186824356,79.95,79.32665289256198,8.21542585019005,6910.5,8926.012396694216,7684.872509712131,89.65,88.74008264462809,6.702946170435514,85.7,84.07045454545455,10.071946927324046,53.8,53.978512396694214,16.99257276122114,8.0,12.832644628099173,14.34457964696737,27.0,40.69214876033058,41.656714260636505,6.0,10.869834710743802,13.267809983307766,1.0,2.5640495867768593,3.9836660453779427,35.5,48.47933884297521,46.23758953605182,19.0,30.03305785123967,30.063613407002045,1.8,2.0845661157024793,1.4285125311036948,2.0,3.272727272727273,3.920535730493815,0.15,0.213801652892562,0.22247899828152615,16.5,23.322314049586776,21.201572220318567,10.0,13.90702479338843,13.023375712131728,16.5,21.235537190082646,19.133136505739675,8.0,10.431818181818182,9.772224762642036,11.0,14.367768595041323,12.881891987603968,2.0,4.8429752066115705,6.899765368786938,7.0,9.524793388429751,8.78648294631697,7.0,10.648760330578513,11.13202245442743,676.0,786.3326446280992,575.9388400720605,31.0,88.80165289256199,163.22201571933167,147.5,260.7314049586777,285.73955870547945,259.0,334.32851239669424,291.61916359640094,126.5,199.0805785123967,196.15264188404686,19.0,32.49586776859504,38.48128774740828,13.0,24.123966942148762,29.447801381036218,42.9,42.93533057851239,25.458200460714913,42.55,38.579132231404955,23.748216855172178,372.0,440.7210743801653,331.43555420969614,942.5,1221.904958677686,1009.3383475580114,13.0,24.549586776859503,28.773615197015335,12.0,16.522727272727273,17.101133230402457,2.0,7.716942148760331,13.478317921173398,11.0,17.797520661157026,18.113408381592073,7.0,12.514462809917354,13.96704927113452,443.0,514.2623966942149,388.4373846746442,22.0,47.836776859504134,60.04205057465064,11.0,14.557851239669422,12.933448071460374,10.0,14.12396694214876,13.724482211510212,1.0,2.2582644628099175,3.7390881800951763,8.0,22.824380165289256,33.288502118915076,42.5,54.94421487603306,43.415930847434076,9.0,17.0599173553719,19.851063585082645,12.0,17.041322314049587,17.329540926523585,50.0,47.995041322314044,22.220225995014328
1,Arsenal,21.5,21.272727272727273,7.765502578908226,15.0,16.0,9.783367810436532,1355.5,1429.7727272727273,849.3817881717985,2.0,2.5,2.558831578595795,1.0,2.0,2.5260547066428276,2.5,2.8636363636363638,1.8846612565519705,0.0,0.22727272727272727,0.5284134548067254,1.65,2.3272727272727276,2.420386001915479,0.8500000000000001,1.768181818181818,2.009355822772767,21.0,32.04545454545455,29.67358497083972,53.0,69.5,56.291545504081654,50.0,68.5,69.64313797257176,0.095,0.15318181818181817,0.16214004421916856,0.08,0.13045454545454543,0.17089337451915876,0.1,0.15227272727272728,0.14188968948688266,0.08499999999999999,0.1209090909090909,0.12447639251830964,0.0,0.03818181818181818,0.1790886017387128,0.0,3.477272727272727,16.3098548012042,0.0,1.5636363636363635,7.334104642632998,0.0,0.0,0.0,29.6,27.931818181818183,23.874281567124072,0.23,0.4009090909090908,0.4075000331978846,0.09,0.13954545454545453,0.21649760303802928,14.55,13.963636363636367,5.916767574287377,419.0,637.4545454545455,513.9171442643562,82.25,81.70454545454547,6.329107156826894,6499.5,10446.772727272728,9095.22456557662,91.15,90.50454545454545,5.025693723516924,85.9,84.41363636363639,8.279768541424762,52.0,54.95000000000002,10.079009305057149,10.0,15.818181818181818,15.813304716617777,34.5,52.31818181818182,49.32534011529143,9.0,16.272727272727273,15.919983902186818,1.5,2.8636363636363638,3.616041699947275,53.0,69.5,56.291545504081654,23.0,35.95454545454545,30.34009962115558,2.25,2.409545454545454,1.387342362637583,3.0,4.409090909090909,5.058317910786163,0.24,0.27681818181818185,0.3037603435610816,18.5,23.045454545454547,19.816965489502202,11.5,13.5,12.046536747922516,20.0,19.727272727272727,13.99721679199397,10.5,9.772727272727273,6.872525135028735,10.0,12.454545454545455,10.495927884875266,1.5,4.0,6.590035768383312,7.5,8.454545454545455,6.829399141995776,6.0,8.818181818181818,8.261421321484715,724.0,906.3636363636364,625.9278480748967,23.0,69.72727272727273,155.32214812115396,113.5,230.63636363636363,306.32981688036296,265.5,391.8181818181818,357.76976320421977,223.5,290.90909090909093,215.68714315634054,34.5,48.40909090909091,44.480770688455486,22.0,28.863636363636363,28.148070143685743,44.55,48.809090909090905,21.601452973417565,34.3,36.3590909090909,16.343912776580915,378.5,526.9545454545455,374.4847224644917,1155.5,1486.4545454545455,1016.700486273061,21.0,32.04545454545455,29.67358497083972,17.0,19.636363636363637,15.98077849747256,4.0,10.863636363636363,13.54110305187402,15.0,18.363636363636363,14.539094930059482,12.5,14.727272727272727,12.630959011141062,500.5,630.9090909090909,449.47778260585585,50.0,68.5,69.64313797257176,14.0,16.136363636363637,10.767214144471188,16.5,15.590909090909092,11.454502507993427,1.5,3.3181818181818183,3.708245171382584,11.0,30.454545454545453,40.80350973784495,46.5,54.68181818181818,37.45776842771624,10.0,19.0,19.542383731386558,15.5,18.181818181818183,17.47824869628469,52.5,48.459090909090904,19.609853186379087
2,Aston Villa,19.5,17.714285714285715,9.46282059139734,9.0,12.571428571428571,10.692429206127217,895.5,1129.2857142857142,858.0086271319213,0.5,1.7142857142857142,3.1488639086730816,0.0,1.3571428571428572,2.0943360251505454,2.0,2.2857142857142856,2.157796249900499,0.0,0.07142857142857142,0.262265264156481,0.8,1.782142857142857,2.8368022648656868,0.4,1.2964285714285715,1.8294873078334841,16.0,22.0,21.788546090566502,33.0,40.75,43.394508101064275,18.5,40.392857142857146,48.378399898297346,0.02,0.1717857142857143,0.30168727457453626,0.0,0.09035714285714287,0.1257122564771289,0.08,0.1867857142857143,0.24473800914793173,0.055,0.09142857142857143,0.11161157134071206,0.0,0.12142857142857143,0.45326563453424906,0.0,4.335714285714286,15.979899742088362,0.0,4.146428571428571,19.030005199253043,0.0,1.7857142857142858,9.449111825230679,25.0,26.36428571428571,23.316235232061487,0.165,0.46214285714285713,0.6679341126458349,0.02,0.06821428571428571,0.08894665781527678,16.2,15.153571428571428,6.9218645605580145,382.5,454.14285714285717,391.3402151851557,82.15,81.25714285714287,7.220876553511921,5419.5,7744.107142857143,7242.589143849991,91.35,90.01428571428572,5.621895968951603,86.30000000000001,86.41428571428571,7.777589566883783,53.55,53.96785714285714,15.23990992418769,6.0,10.892857142857142,13.736513347345422,20.5,35.035714285714285,42.6097555712453,7.0,9.678571428571429,11.62390121108569,0.0,1.7857142857142858,3.5103776609862547,33.0,40.75,43.394508101064275,17.5,26.035714285714285,26.93817632868536,1.825,2.1175,1.455967604950971,2.0,3.142857142857143,3.4287918800378887,0.19,0.24000000000000002,0.22532281369264495,10.0,19.75,19.109092270628853,6.0,11.178571428571429,11.261384598209185,10.0,16.535714285714285,17.515035113480504,4.5,7.107142857142857,7.465174879320374,8.0,10.035714285714286,8.443635090704332,2.0,3.3214285714285716,4.05566427338515,5.5,6.714285714285714,5.842736185860708,5.0,7.571428571428571,7.9973540597920225,630.5,666.25,525.5580191391637,27.0,78.5,172.0677084647096,125.5,222.03571428571428,272.5931009347975,226.0,285.57142857142856,275.21916230812724,112.0,165.17857142857142,158.71895813656815,17.0,29.071428571428573,35.303896093279555,16.0,22.607142857142858,28.087613304871976,48.7,48.92857142857143,26.36603956471359,41.650000000000006,37.528571428571425,23.59827139216796,350.5,378.67857142857144,291.8336732749373,994.0,1099.0,863.5527820622243,16.0,22.0,21.788546090566502,12.5,14.107142857142858,12.449421482064748,2.0,6.607142857142857,9.967871668940447,7.0,15.214285714285714,19.122135985712596,7.0,11.75,14.336240015351926,435.0,445.75,354.3179807481995,18.5,40.392857142857146,48.378399898297346,8.0,12.642857142857142,12.92489497260655,8.5,15.071428571428571,16.211401044003686,1.0,1.7142857142857142,2.462415899780552,4.5,18.571428571428573,32.84579974435942,36.5,42.892857142857146,33.63347019652176,8.0,11.25,10.919316896284377,8.0,12.678571428571429,13.007273097738567,48.35,38.31071428571429,25.082697877306437
3,Bournemouth,22.0,19.782608695652176,8.893084758492924,14.0,14.782608695652174,10.479228466304752,1380.0,1323.6521739130435,888.2861234726962,1.0,2.1739130434782608,3.3391911638087595,1.0,1.608695652173913,2.0167284586402126,3.0,3.3043478260869565,2.851391727316451,0.0,0.043478260869565216,0.2085144140570748,1.0,2.526086956521739,3.356028143682018,1.1,1.6782608695652175,1.7549816165157686,18.0,26.695652173913043,31.382442663213475,36.0,52.65217391304348,47.650821509327976,22.0,51.869565217391305,65.51842513080236,0.03,0.1408695652173913,0.19028478760861814,0.05,0.10521739130434785,0.12206069895445057,0.08,0.1882608695652174,0.20836271202603854,0.09,0.1291304347826087,0.1507831990724751,0.0,0.14652173913043479,0.3921457138227642,0.0,10.347826086956522,27.371133924848927,0.0,1.7739130434782608,5.878560228128249,0.0,0.0,0.0,29.4,21.952173913043474,18.598701556956687,0.17,0.56,0.6681657388294124,0.06,0.05173913043478261,0.055730860873980236,14.6,13.391304347826088,6.880070893099223,344.0,444.4347826086956,360.59847048621276,73.3,73.81304347826087,6.801223442602479,5606.0,8110.565217391304,6973.018557437771,87.8,86.70434782608696,7.339462344741707,79.8,81.37826086956522,10.816231763660458,46.6,47.417391304347824,19.181825019199653,10.0,16.26086956521739,15.5920066680578,33.0,44.08695652173913,43.626423439635616,6.0,12.08695652173913,12.555017263947656,2.0,3.5217391304347827,4.8511438690214765,36.0,52.65217391304348,47.650821509327976,26.0,37.391304347826086,33.99564026919118,2.35,2.6182608695652174,1.9174359113952937,2.0,3.739130434782609,3.9221676671817796,0.23,0.24086956521739128,0.2134332564075043,20.0,25.956521739130434,21.72028432107053,9.0,15.08695652173913,13.734207603572319,21.0,23.304347826086957,19.749418363377178,12.0,12.26086956521739,9.923422207101503,12.0,16.565217391304348,15.225057357576752,2.0,4.739130434782608,6.503267649311157,8.0,11.826086956521738,11.479832806483818,8.0,13.08695652173913,14.472271429053752,749.0,755.5652173913044,556.5582405272734,36.0,78.34782608695652,130.2217021068483,131.0,227.2173913043478,246.21626792900054,255.0,323.30434782608694,287.9277742109214,99.0,214.65217391304347,216.85135434537392,19.0,36.69565217391305,45.03981549959051,14.0,24.695652173913043,29.35431636621884,40.0,36.960869565217386,23.43008437361976,44.4,38.030434782608694,23.543855303022152,407.0,407.0,303.4928485004368,936.0,1256.7826086956522,1113.88374440398,18.0,26.695652173913043,31.382442663213475,14.0,17.869565217391305,18.091445361189827,1.0,8.608695652173912,15.248663519483754,17.0,21.217391304347824,19.306043617429822,7.0,12.695652173913043,15.413791883801796,378.0,439.9130434782609,325.94448956329944,22.0,51.869565217391305,65.51842513080236,14.0,18.434782608695652,16.784262344547436,9.0,13.869565217391305,12.41445033318426,0.0,2.5217391304347827,4.620798486855543,10.0,29.652173913043477,37.11359551878551,52.0,66.6086956521739,53.88602376602168,20.0,20.347826086956523,18.775246507647374,22.0,22.304347826086957,18.464793976667885,42.9,46.9,20.36025540114858
4,Brentford,25.0,22.35,10.132153093779698,20.5,17.6,11.997368132439012,1879.0,1573.35,1008.5519726711893,0.5,2.6,4.7506232278124925,1.0,1.65,2.3680993933621335,2.0,2.25,1.5517392618742702,0.0,0.05,0.22360679774997894,0.9500000000000001,2.4300000000000006,3.7073327055274774,1.2,1.7449999999999999,2.11597308708385,12.0,25.15,30.860083228048907,51.0,57.05,50.37279445348085,30.5,56.0,72.29471845017085,0.015,0.11299999999999999,0.18350677601141943,0.065,0.07750000000000001,0.09430493652313,0.065,0.124,0.15756034767001098,0.07500000000000001,0.09100000000000001,0.08194349786349898,0.0,0.1375,0.42547651305083195,0.0,6.2,19.47630138885393,0.0,5.805,22.460783953136488,0.0,0.0,0.0,32.05,27.55,19.155197178504025,0.185,0.325,0.36371619937007277,0.02,0.068,0.08134397399477823,14.7,13.534999999999997,7.0239646174627355,450.0,562.4,408.05642024757213,77.35,76.93500000000002,7.925128257305167,7380.0,10275.2,8649.449855337622,87.15,86.97,7.752833098463527,82.45,82.44,9.951746739035048,55.25,55.55499999999999,13.973564326971125,8.0,13.5,15.902664457319888,42.0,46.35,36.845731024595544,7.0,13.65,17.403190874997005,2.0,3.7,5.037752213876845,51.0,57.05,50.37279445348085,21.0,32.3,32.807412512867785,1.655,1.811,1.1551208640338533,2.0,4.4,5.082477638649128,0.195,0.2325,0.21681607534109595,27.0,26.0,21.29986409642831,17.5,15.55,12.381969063712639,24.0,24.4,19.432474176789192,10.5,11.6,9.751653031261174,19.0,20.75,18.020091126587744,3.5,8.45,12.115561980579487,12.5,12.3,9.520614752375915,8.5,12.35,11.44908638046584,758.5,902.95,607.5674946261656,47.0,141.55,272.4497974036008,221.5,354.4,394.50000333533444,324.0,334.55,251.6887122910697,153.0,222.2,215.9935671556715,27.5,41.0,42.30465944226848,13.0,25.85,31.312138221462938,44.1,43.055,23.69093708572964,42.5,38.165,20.09823964535465,415.5,476.15,325.59245998640694,1181.0,1320.4,1045.8844859231526,12.0,25.15,30.860083228048907,9.5,15.55,18.236675020120135,1.0,8.85,16.69943270388485,14.0,21.7,23.51729486770825,8.0,12.4,12.75848530854745,508.0,554.3,370.7615349378542,30.5,56.0,72.29471845017085,10.5,12.65,9.975100579891281,10.0,14.35,12.938213494182751,1.0,3.05,4.418561328139094,12.5,28.2,41.764502681230695,55.0,68.65,51.819804180092746,15.5,26.6,28.908931419017787,17.5,23.6,22.504736343595248,55.6,54.58,19.844118842407163
